Designator,Mid X,Mid Y,Rotation,Layer
D1,84.1248,-92.71,90.0,top
J1,89.8144,-90.17,270.0,top
R1,84.1248,-89.9668,0.0,top
U1,82.23925,-101.326,90.0,top
